id1,id2,title,sponsor,cosponsor,purpose,justification,history,vote,fiscal,edate,link
A08936,A8936,"An act to amend the workers' compensation law and the insurance law, in relation to specifying methods of calculating deposits and reserves for the aggregate trust fund and reserves of the state insurance fund",Bronson,"Tapia, Shimsky, Steck, Ardila, Zinerman, Jacobson",This bill would update the discount rates for the New York State Insur- ance Fund's reserves and deposits.,"The State Insurance Fund (SIF) is the largest provider of workers' compensation insurance in New York State. Its solvency is key for New Yorkers and its businesses to always have a lifeline in case of injury or disability. Currently SIF uses a century old mortality and remarriage table to compute deposits into the Aggregated Trust Fund. The current table is outdated and has led to an under payment of deposits into the fund. Similarly, the current rate it.applies for its workers' compen- sation fund (WCF) needs updating too. SIF argues that WCF's reserves are currently set at a discounted rate of five percent but that such reserve was set in 1989 when interest rates were higher than they are now. This bill would address both issues by permitting SIF to use modern mortality and remarriage tables to calculate deposits and reserves for the Aggregate Trust Fund, and by removing that discounted rate and using the same reserve standard private workers' compensation insurers use under the Insurance Law.",2021-2022: A7505 - Referred to Labor 2023-2024: A1996 - Referred to Labor; enacting clause stricken,There are no votes for this bill in this legislative session.,To be determined.,"This act would take effect January 1, 2024.",https://nyassembly.gov/leg/?default_fld=&leg_video=&bn=A08936&term=2023&Summary=Y&Actions=Y&Committee%26nbspVotes=Y&Floor%26nbspVotes=Y&Memo=Y&Text=Y&LFIN=Y&Chamber%26nbspVideo%2FTranscript=Y
A08937,A8937,"An act to amend the labor law, in relation to the convening of a human services employee wage board",Bronson,"Simone, Tapia, Shimsky, Gonzalez-Rojas, Steck, Taylor, Ardila, Chang, Sillitti, Davila, Colton","To establish a wage board to inquire into, report on, and recommend adequate minimum wages for human services employees.","Human services workers are essential to the State and localities' abili- ty to assist New Yorkers confronting a range of social challenges. To achieve cost savings, government has transferred most legally mandated human services for New Yorkers to nonprofits and in turn have created massive pay disparities within the field. Government is not just the predominant funder of human services in New York, it is also the main driver of human services salaries as it directly sets salary rates on contracts or does so indirectly by establishing costs for a unit or service, along with required staffing on a contract. Nonprofits contracted to provide human services are not only provided insufficient funding to pay their employees, but are met with chronic delays in payment, underfunding, and a lack of sincere collaboration to create meaningful and lasting interventions. Between 2008 and 2018, the State cut human services funding by 26 percent, with lower rates now than in 1980. These contracting practices have created extreme pay disparities where human services workers make on average 71% of what government employees make, and 82% of what private sector workers receive. The pay disparities in the human services sector also have important conse- quences for race and gender equity. The human services provider work- force of nearly 800,000 people is overwhelmingly female (66%), over two-thirds are full-time workers of color (68t), and nearly half (46t) are women of color. The majority (63%) have a 4-year college degree or better; yet they make about $20,000 a year less than a public sector worker with a comparable education. Government savings are being borne on the backs of low- income neighborhoods and Black, Indigenous, and people of color (BIPOC) communities who get reduced services and a workforce that is predominantly made up of women and people of color who are paid poverty-level wages. The relatively low pay in the core human services sector means that 15%- of all workers (both full- and part- time) qualified for food stamps in 2016-18. A human services employee wage board is necessary to investigate the pay disparities between government employees and employees of contracted human services provid- ers and develop recommendations on adequate and equitable wages.",2023-2024: A3329 - Referred to Labor; enacting clause stricken,There are no votes for this bill in this legislative session.,To be determined.,This act would take effect immediately.,https://nyassembly.gov/leg/?default_fld=&leg_video=&bn=A08937&term=2023&Summary=Y&Actions=Y&Committee%26nbspVotes=Y&Floor%26nbspVotes=Y&Memo=Y&Text=Y&LFIN=Y&Chamber%26nbspVideo%2FTranscript=Y
A08939,A8939,"An act to amend the labor law, in relation to preventing the displace- ment of call center workers who provide call center services for the government in certain circumstances",Bronson,"Taylor, Ramos, Benedetto, Zaccaro, Dinowitz, Fall, Dickens, Seawright, Septimo, Burgos, Stern,
Rosenthal L, Burdick, Durso, Hevesi, O'Donnell, Reilly, Simon, Reyes, Glick, Lee, Epstein, Simone,
Lunsford, Thiele, Tapia, Shrestha, Levenberg, Gonzalez-Rojas, Alvarez, Bores, Carroll, Pirozzolo,
Gibbs, Ardila, Shimsky, Tannousis, Slater, Darling, Paulin, Zinerman, Jean-Pierre, DeStefano,
McMahon, Sillitti",This bill would protect workers who provide call center services under a contract between their employer and a governmental entity from displace- ment in the event that the contracting governmental body selects another contractor to perform that work.,"Some state and local governmental bodies in New York contract with private sector employers for the provision of call center services for the benefit of the government. The employees who perform this work provide a valuable service to the state and its subdivisions. Many are not well-compensated for that work and may live with great anxiety about their continued income. Those governmental entities that contract for such services periodically re-bid the work. The re-bidding is often required by law and, in any event, may be a sound fiscally prudent practice. However, the re-bidding can be extremely detrimental to the employees performing this work. Even though these employees may have become highly knowledgeable and efficient in their work, they may be entirely displaced if the successor contractor decides to use a different work- force. Call center employees live in dread of this kind of displacement. There is no reason why the state of New York and its subdivisions should themselves be the architect of this unnecessary misery for working people. This bill requires only that when political subdivisions of this state decide to procure new contracts for call center services, they require bidders to agree to retain the existing workforce for a period of 90 days during which the employees may demonstrate their fitness for the job. During the 90-day period, the employees may be dismissed only for cause. At the conclusion of that period, the employee must be provided a written evaluation and if the employee's service has been satisfactory, the employee must be offered continued employment. Similar laws providing for protection against this kind of displacement have been enacted in many jurisdictions. See, e.g., Calif. Grocers Ass'n v. City of Los Angeles, 54 Cal. 4th 177, 254 P.3d 1019 (Cal. 2011)(upholding a law that requires successor owner to retain grocery workers); Rhode Island Hospitality Ass 'n v. City of Providence, 667 F.3d 17(1st Cir. 2011) (upholding� law that requires successor owner to retain hospitality workers); Alcantara v. Allied Properties, LLC, 334 F. Supp.2d 336 (S.D.N.Y. 2004) (upholding New York City Displaced Build- ing Service Workers Act, a law that requires successor employers to retain New York City building service workers); and Washington Service Contractors Coalition v. District of Columbia, 54 F.3d 811 (D.C. Cir. 1995)(upholding a law that requires successor contractors to retain building service workers). The bill also requires that a successor contractor site the work within a reasonable distance of the worksite that had previously been used for the work. In determining whether the site proffered by a bidder meets the reasonable accessibility standard, the governmental body contracting for the services must consider the availability of public transportation to retained call center employees and prevailing traffic patterns. A site which is within ten miles of, or average travel time by public or private transportation of not more than one-half hour from, the location of the affected employees' former work facility shall be presumed to be reasonably accessible unless unusual obstacles to access are present. This requirement of ""reasonably proximate"" siting is necessary to ensure that the offer of continued employment to the affected workers is a meaningful one. An offer of continued employment in some far distant place is of no practical help to the call center workers. The bill would provide remedies to call center employees displaced in violations of the provisions of the bill. Remedies would include the right to bring a legal action for reinstatement, lost wages, liquidated damages and attorneys' fees. This bill is a just and equitable accommo- dation of two important governmental interests: preserving the employ- ment of workers who provide a valuable service to the state and its subdivisions; and preserving periodic rebidding of government contracts to ensure that management of government services is done effectively.",2023-2024: A2052 - Referred to Labor; enacting clause stricken 2021-2022: A7305 - Referred to Labor,There are no votes for this bill in this legislative session.,,This act would take effect immediately.,https://nyassembly.gov/leg/?default_fld=&leg_video=&bn=A08939&term=2023&Summary=Y&Actions=Y&Committee%26nbspVotes=Y&Floor%26nbspVotes=Y&Memo=Y&Text=Y&LFIN=Y&Chamber%26nbspVideo%2FTranscript=Y
A08940,A8940,"An act to amend the labor law, in relation to restrictions on consec- utive hours of work for nurses",Bronson,"Tapia, Gonzalez-Rojas, Ardila, Lucas, Thiele, Glick, Jacobson",This bill would limit the time of the suspension of mandatory overtime for nurses for a natural disaster or declared emergency. It would prevent an employer from declaring a staffing emergency for routine nurse staffing needs and impose monetary penalties for violation of the law.,"The ban on Mandatory Overtime (MOT) for nurses in New York state was intended to enhance patient safety and increase nurse retention. Howev- er, the law has been challenging to enforce and causes nurses to leave the profession. The current mandatory overtime law allows a waiver .of enforcement during a declared emergency, and without a strict time limit on the duration of the mandatory overtime waiver, many nurses choose to leave the profession rather than deal with unlimited forced overtime. This legislation addresses the ongoing staffing crisis among nurses and improves enforcement of mandatory overtime. Currently the law allows for mandatory overtime during a natural disaster. This legislation would limit the law's suspension for a natural disaster or declared emergency and would prevent an employer from declaring a staffing emergency for routine nurse staffing needs. This legislation would also impose mone- tary penalties for employers who violate the law. The state continues to face issues related to nurse retention and by banning unfair mandatory overtime practices it will increase the number of nurses who want to work and benefit the patients that they serve.",2021-2022: A8874-B - Vetoed; Veto Memo 193 2023-2024: A2057 - Referred to Labor; enacting clause stricken,There are no votes for this bill in this legislative session.,To be determined.,This act would take effect immediately.,https://nyassembly.gov/leg/?default_fld=&leg_video=&bn=A08940&term=2023&Summary=Y&Actions=Y&Committee%26nbspVotes=Y&Floor%26nbspVotes=Y&Memo=Y&Text=Y&LFIN=Y&Chamber%26nbspVideo%2FTranscript=Y
A08950,A8950,"An act to amend the workers' compensation law, in relation to providing the carrier or employer a credit against permanent partial disability benefits for temporary partial disability payments made in excess of 130 weeks",Reyes,,This bill clarifies the legislature's intent to provide carriers a right to credit against a non-schedule permanent partial disability award.,"This bill clarifies the legislature's intent to provide carriers a right to credit against a non-schedule permanent partial disability award when they have (1) paid in excess of 130 weeks of temporary partial disabili- ty benefits pursuant to subdivision 5 of section 15 of the workers' compensation law and (2) the injured worker has reached maximum medical improvement. In practice, the Workers' Compensation Board is misinterpreting the intent of statute, permitting carriers to take credit by counting 130 calendar weeks from the date of injury, even if the claimant has not lost time from work for all, or any, of those first 130 weeks. Thus, a claimant who remained working and subsequently loses time from work, is unfairly penalized. The Workers' Compensation Board has also made it difficult for claimants to obtain rulings on the issue of whether they have reached maximum medical improvement prior to 130 weeks from the date of injury, creating a due process concern that this amendment seeks to resolve.",,There are no votes for this bill in this legislative session.,"None,",This act shall take effect immediately.,https://nyassembly.gov/leg/?default_fld=&leg_video=&bn=A08950&term=2023&Summary=Y&Actions=Y&Committee%26nbspVotes=Y&Floor%26nbspVotes=Y&Memo=Y&Text=Y&LFIN=Y&Chamber%26nbspVideo%2FTranscript=Y
A08957,A8957,"An act to amend the workers' compensation law, in relation to communi- cations between a claimant's attorney or representative and an injured employee's treating provider or a claimant's medical consultant",Reyes,"Seawright, Shimsky, Meeks, Mamdani, Burdick, Bendett, Sayegh, Shrestha, Santabarbara","The purpose of this bill is to ensure that claimants' counsel and repre- sentatives can communicate with their clients' providers/consultants, without fear of having their provider's/consultant's opinion precluded. This will also ensure that medical providers can prepare for, and testi- fy, in a more informed and expeditious fashion, to better focus their time on providing injured workers with medical care.","This bill aims to remove the undue limitations that the Workers' Compen- sation Board has placed on claimants' counsel/representative's ability to communicate with their client's treating medical providers or medical consultants. The Board's policy regarding claimant communication with providers extends well beyond the concern of improper influence set forth in WCL Section 13-a(6). The Board's policy prohibits claimants' counsel/representatives from having any verbal communication with treat- ing provider (or claimants' medical consultant),outside of the presence of the carrier/carrier's representative. It calls for the diminishment or complete preclusion of a claimant's medical opinion for any verbal communication by claimant's counsel/representative outside the presence of the carrier, no matter the nature of the communication. It requires every written communication by claimants' counsel/representative to a treating provider (or claim- ant's medical consultant) to be copied to the carrier, no matter the nature of the communication. It presumes that contact by a claimant's attorney or representative, that does not include the carrier or carri- er's representative, was done with the purpose of improperly influencing the treating provider or claimant's medical consultant. The Board's policy significantly hinders a claimant's ability to investigate the opinion of the treating physician or claimant's consultant, to properly determine the viability of a claim, and to prepare for litigation. The Board's policy interferes with an attorney's ethical obligations to zealously represent their client and to only pursue claims that have merit.",,There are no votes for this bill in this legislative session.,None,This act shall take effect immediately.,https://nyassembly.gov/leg/?default_fld=&leg_video=&bn=A08957&term=2023&Summary=Y&Actions=Y&Committee%26nbspVotes=Y&Floor%26nbspVotes=Y&Memo=Y&Text=Y&LFIN=Y&Chamber%26nbspVideo%2FTranscript=Y
A08984,A8984,"An act to amend the labor law, in relation to providing certain exemptions for individuals having entered into a contract to play base- ball at the minor league level and who are compensated pursuant to the terms of a collective bargaining agreement",Bronson,"Tapia, Ardila, Stirpe",This bill would exempt baseball players at the minor league level covered by a collective bargaining agreement from being covered by New York's minimum wage law.,"This legislation provides a narrowly tailored exemption from wage and hour laws (including minimum wage, overtime and recordkeeping require- ments) that otherwise could apply to players, in deference to the compensation and benefit provisions of the new collective bargaining agreement negotiated by the Major Baseball Players Association, on behalf of players, and Major League Baseball provided the exemption would only apply to players during the period in which they are compen- sated pursuant to the terms of the collective bargaining agreement. The new Minor League Collective Bargaining Agreement treats players as salaried employees in which they receive weekly salaries throughout the calendar year (with the exception of a brief period around the holidays when players are off and not permitted to perform work for their clubs). Other benefits players will receive under the Minor League CBA include but are not limited to health benefits, retirement benefits, housing benefits, and salary continuation in the event of disability resulting from a work-related injury. This legislation treats players who are receiving the compensation and benefits negotiated by the parties as set forth in our Minor League CBA covering the 2023-2027 seasons as ""exempt"" salaried professionals and, as such, need no recourse to sue for minimum wage, overtime and recordkeeping violations for the duration of the Minor League CBA.",2023-2024:A7559 - Referred to Labor; enacting clause stricken,There are no votes for this bill in this legislative session.,To be determined.,This act would take effect immediately.,https://nyassembly.gov/leg/?default_fld=&leg_video=&bn=A08984&term=2023&Summary=Y&Actions=Y&Committee%26nbspVotes=Y&Floor%26nbspVotes=Y&Memo=Y&Text=Y&LFIN=Y&Chamber%26nbspVideo%2FTranscript=Y
A08985,A8985,"An act to amend the labor law, in relation to civil actions brought by employees",Bronson,"Tapia, Ardila, Jacobson",To allow for uniform and fair civil actions against employers under the Act. SUMMARY OF SPECIFIC PROVISIONS,"The proposed amendment is modeled on the closely analogous anti-retalia- tion provision (outlawing retaliation for complaints of violation of most other Labor Law provisions) of Labor Law Section 215(2)(a). Public sector workers alleging violations of workplace safety, health, and violence prevention laws are being disadvantaged by a significant weak- nets in Labor Law Section 27-a(10) and 27-b(6)(e), the Act's anti-retal- iation provisions. Unlike nearly all other anti-retaliation provisions, these do not provide any private right of action. This Amendment will remedy that disparity. This Amendment will also remedy a significant statute of limitations problem. While Section 27a(10) states that on finding retaliation against a public employee who complained about a dangerous condition, the DOL ""shall request the attorney general to bring an action,"" Section 27-a(6) states that the employer may petition the IBA for review of the DOL decision - review that, in practice, often takes several years. Hartnett v. N.Y. City Transit Authority, 86 N.Y.2d 438, 443-444 (1995), after noting that the Act ""does not expressly provide victims of discrimination with a private right of action,"" held that the limita- tions period during which the Department of Labor (""DOL"") must request that the Office of the Attorney General (""OAG"") bring a PESH Act retali- ation suit in Supreme Court is three years. The OAG has often received requests from DOL to sue employers for violations of the PESH Act retal- iation statutes after the issuance of a decision by the Industrial Board of Appeals (""IBA""), which usually occurs very close to or after the expiration date of the limitations period. This has led to a suit being dismissed by the Supreme Court as untimely. Under current legislation, workers in this situation are left with no alternative method to pursue claims of retaliatory actions by employers, as they have no private right of action and can be deprived of any effective remedy through DOL or IBA delay. This results in an unfair process, requiring workers to await a protracted administrative process and then, possibly, see their cases dismissed as untimely. Furthermore, the current statute and its judicial interpretation forces DOL to request that OAG file actions against employers before the administra- tive process has been completed in order to avoid running afoul of the statute of limitations, causing the waste of judicial and administrative resources. These issues could be readily be avoided by amending the Act to provide a private right of action for workers, making it clear that a worker does not have to wait indefinitely while the DOL and the IBA consider their claims, but can sue the public employer directly. Being able to take action immediately is especially important in situations where workers are alleging that they have been fired in violation of the Act and are seeking a remedy of reemployment as soon as possible. The proposed amendments would bring the Act in line with most other anti-discrimination statutes, which expressly provide for a private right of action. Labor Law Section 215, which protects workers other than state and municipal employees against retaliation for complaints of illegality, permits workers to file suit within a two-year limitations period in addition to authorizing the DOL to provide relief. Wage payment statutes allow workers to sue employers directly (see, e.g., Labor Law Sections 198 and 663) in addition to authorizing them to file complaints with the DOL (Section 196-a); workers are specifically not required to await the outcome of an administrative complaint before suing, and the six-year limitations period is ""tolled from the date an employee files a complaint with the commissioner or the commissioner commences an investigation, whichever is earlier,"" until the DOL inves- tigation is completed (see. Section 198(2) and (3)). Amending the Act to clarify the statute of limitations and expressly grant a private right of action during that period would bring the Act in line with these statutes, allowing public sector workers to enjoy the same level of protection against retaliation as private sector workers.",2023-2024: A1254-A - Referred to Labor; enacting clause stricken 2022: 10553 - Referred to Labor,There are no votes for this bill in this legislative session.,None to the State.,This act would take effect immediately.,https://nyassembly.gov/leg/?default_fld=&leg_video=&bn=A08985&term=2023&Summary=Y&Actions=Y&Committee%26nbspVotes=Y&Floor%26nbspVotes=Y&Memo=Y&Text=Y&LFIN=Y&Chamber%26nbspVideo%2FTranscript=Y
A08986,A8986,"An act to amend the labor law, in relation to establishing the ""no severance ultimatums act""",Bronson,"Shimsky, Ardila, Glick","To ensure that all New Yorkers are provided protections when reviewing severance agreements, including providing ample time to review such agreements.","Under the federal Older Workers Benefit Protection Act (OWBPA), part of the federal Age Discrimination in Employment Act, an employer is required to provide a 21-day attorney review period in any severance agreement offered to an employee who is age 40 or older. The agreement must also contain a 7-day revocation period. However, there are current- ly no statutory protections, in either New York State or federal law, for those under the age of 40 being offered severance agreements. In these instances, employers can force an employee or former employee into considering an agreement on the spot, with no additional time to review it themselves or with legal counsel. Several other states have sought to address this gap in policy, though none as comprehensively as in this proposal. In 2020, Illinois provides 21-day consideration periods with a 7-day revocation period but only if the agreement contains promises of confidentiality related to alleged unlawful employment practices. More recently, California implemented a 5-day minimum severance consideration period to workers. This bill would seek to extend the protections from the OWEPA to all employees of the state, regardless of age.",2023-2024: A8154 - Referred to Labor; enacting clause stricken,There are no votes for this bill in this legislative session.,None to the State.,This act would take effect immediately.,https://nyassembly.gov/leg/?default_fld=&leg_video=&bn=A08986&term=2023&Summary=Y&Actions=Y&Committee%26nbspVotes=Y&Floor%26nbspVotes=Y&Memo=Y&Text=Y&LFIN=Y&Chamber%26nbspVideo%2FTranscript=Y
A08988,A8988A,"An act to amend the workers' compensation law, in relation to the parties' rights to a hearing upon application to the workers' compen- sation board and requiring a record of all hearings held",Bronson,"Lunsford, Gonzalez-Rojas, Ardila, Raga, Lucas, Hevesi, Shrestha, Santabarbara, Davila, Colton","This bill would provide injured workers with an initial hearing in every case, so that they may appear before a referee in order to understand their rights and obligations under the Worker's Compensation Law, and to provide all parties with a hearing within 45 days of the filing of their request, so that issues may be resolved quickly. SUMMARY OF SPECIFIC PROVISIONS","Section 20 of the Workers' Compensation Law provides that ""board shall make or cause to be made such investigation as it deems necessary, and upon application of either party, shall order a hearing."" Section 25(2-b) of the Workers' Compensation Law provides a ""conciliation"" proc- ess pursuant to which the Board is required to schedule a meeting before a conciliator in order to obtain the parties' agreement to appropriate findings and awards. In practice, however, the Board neither schedules conciliation meetings and rarely honors the parties' applications for hearings. Instead, the Board routinely makes findings of fact and law by the unilateral issu- ance of ""proposed conciliation decisions."" Such decisions are often issued absent the request of any party,- are not the result of a meeting or hearing, and are issued in English only, and using language that requires a high degree of both literacy and familiarity with the work- ers' compensation system. Moreover, the Board routinely delays or denies the applications_ of parties for hearings, frequently responding with administrative correspondence or proposed decisions that are an inade- quate substitute for a fair hearing on the issues. These administrative processes do not provide meaningful information to injured workers about their rights and benefits under the Workers' Compensation Law. This is especially true for workers with language or literacy barriers. When workers are unable to access workers' compen- sation benefits for workplace injuries, those costs are often shifted to private insurers, union health care funds, taxpayers, and the injured workers and their families.",2023-2024: A6208 - Vetoed; Veto Memo 91,There are no votes for this bill in this legislative session.,To be determined.,This act would take effect immediately.,https://nyassembly.gov/leg/?default_fld=&leg_video=&bn=A08988&term=2023&Summary=Y&Actions=Y&Committee%26nbspVotes=Y&Floor%26nbspVotes=Y&Memo=Y&Text=Y&LFIN=Y&Chamber%26nbspVideo%2FTranscript=Y
A08991,A8991A,"An act to amend the workers' compensation law, in relation to the weekly benefit of a disabled employee",Bronson,"Gonzalez-Rojas, Ardila, Raga, Lucas, Hevesi","To increase the weekly and maximum weekly benefit rates for short-term disability leave. SUMMARY OF SPECIFIC PROVISIONS :. Section one would provide scheduled increases to the weekly and maximum weekly short-term disability benefit rates as follows: On January 1, 2025, the weekly benefit rate would be 50% of an employee's average weekly wage not to exceed 50% of the state average weekly wage. On Janu- ary 1, 2026, the weekly benefit rate would be 55% of the employee's average weekly wage , not to exceed 55% of the state average weekly wage. On January 1, 2027, the weekly benefit rate would be 60% of an employee's average weekly wage , not to exceed 60% of the state average weekly, wage. On January 1, 2028, the weekly benefit would be 67% of an employee's average weekly wage, not to exceed 67% of the state average weekly wage. Section two would set the effective date.","New York's statutory short-term disability benefits law (DBL) provides benefits for covered employees who cannot work due to an illness, pregnancy/birth of a baby, or a non-occupational injury. The Workers Compensation Law sets forth the minimum statutory short-term disability insurance benefits that New York employers must provide for their employees. New York was one of the ""original"" six states/territories to institute this required coverage (Rhode Island 1942, California - 1946, New Jersey - 1948, New York - 1949, Puerto Rico - 1968, Hawaii - 1969). New York's DBL maximum benefit was last increased over thirty years ago in 1989 to $170 per week and has not been indexed to wage inflation. Surrounding states have continued to increase both the percentage of wages covered, and the maximum benefit, with New Jersey providing 85% cf wages covered with a maximum weekly benefit of $903, and Rhode Island providing 60% of wages covered with an $887 weekly maximum. This proposal would create parity between New Yorks Paid Family Leave and DBL laws by increasing the weekly benefit amount and percentage of wages covered by New York's statutory short-term disability benefits law to the same levels as provided by the Paid Family Leave program. The benefit increase would become effective on January 1, 2025 at a rate of 50% of the NYS average weekly wage and increase to a fully implemented rate of 67% of the NYS average weekly wage over a period of four years.",2023-2024: A1237 - Referred to Labor; enacting Clause stricken 2022: A9897 - Referred to Labor,There are no votes for this bill in this legislative session.,None to the State.,This act would take effect immediately.,https://nyassembly.gov/leg/?default_fld=&leg_video=&bn=A08991&term=2023&Summary=Y&Actions=Y&Committee%26nbspVotes=Y&Floor%26nbspVotes=Y&Memo=Y&Text=Y&LFIN=Y&Chamber%26nbspVideo%2FTranscript=Y
A08997,A8997,"An act to amend the labor law, in relation to prohibiting student loan payment history checks in making employment decisions",Bichotte Hermelyn,"McDonald, Ardila, Alvarez, Epstein, Aubry, Reyes, Kelles, Levenberg, Taylor, Bores",Makes it an unlawful discriminatory practice for an employer to request or to use the student loan payment history of an applicant for employ- ment in determining hiring decisions. This legislation makes an excep- tion for those cases in which the use of a credit history check is otherwise mandated by law. SUMMARY OF SPECIFIC PROVISIONS,"With student loan debt well in excess of $1.2 trillion nationwide and climbing, according to the Consumer Financial Protection Board, the burden posed by this burgeoning debt is making it increasingly difficult for college graduates and attendees to meet their financial obligations in a timely manner The severity of the debt burden has had a growing impact on college graduates with the Project on Student Debt reporting that in 2013 nearly seven in ten college graduates of public and private non-profit colleges had student loans of an average amount of $28,400 atwo percent increase from prior year levels. With employers increasingly using credit histories in determining which applicants to hire, ten states and the City of Chicago have already enacted laws that limit the use of credit checks by employers making hiring decisions and the New York City Council is considering broadly written legislation on this matter. (NY Times 1/16/15) With a focused approach, this legislation recognizes the importance of ensuring that college graduates and attendees who borrow money to invest in improving their skill sets are not penalized in the job market due to their inability to maintain timely payments on their outstanding student loan debt.","Assembly:02/24/21 referred to labor, 01/05/22 referred to labor, 01/22/19 Referred to Labor, 01/03/18 Referred to Labor, 1/23/17 Referred to Labor, 01/06/26 Referred to Labor, 05/26/15 amend and recom- mit to labor, 03/24/15 Referred to Labor Senate: 01/06/16 Referred to Labor, 06/25/15 Committed to Rules, 05/04/15 Amended on Third Reading 4483A, 03/24/15 Referred to Labor",There are no votes for this bill in this legislative session.,None,This act shall take effect immediately.,https://nyassembly.gov/leg/?default_fld=&leg_video=&bn=A08997&term=2023&Summary=Y&Actions=Y&Committee%26nbspVotes=Y&Floor%26nbspVotes=Y&Memo=Y&Text=Y&LFIN=Y&Chamber%26nbspVideo%2FTranscript=Y
A09012,A9012,"An act to amend the labor law, in relation to enacting the ""Empowering People in Rights Enforcement (EMPIRE) Worker Protection Act""",Simon (MS),"Alvarez, Reyes, Shrestha, Mamdani, Kim, Dinowitz, Gallagher, Epstein, Rosenthal L, Taylor, Cruz,
Bores, Forrest, Carroll, Cunningham, Burdick, Davila, Lavine, Gonzalez-Rojas, Fahy, Simone,
Rajkumar, Rozic, Darling, McMahon, Ardila, Jacobson, Bronson, Jean-Pierre, Burgos, Tapia, Raga,
Kelles, Lucas, Zinerman, Mitaynes, Shimsky, Otis, DeStefano, Lee, Hevesi, Paulin, Clark, Levenberg,
Eachus, Glick, Weprin, Colton, Meeks, Lunsford, Ramos, Santabarbara, Solages","This legislation empowers affected workers to file claims on behalf of the state against an employer for specified violations of State labor law. The Act also allows labor organizations, and labor organizations deputized by the states to file claims on behalf of impacted workers in order to protect the public interest.","An estimated 2.1 million New York workers are victims of wage theft each year, with a total of more than $3 billion stolen in wages and benefits. Wage theft costs our State millions of dollars a year in lost revenue and leaves law-abiding employers at a major competitive disadvantage. The New York State Department of Labor lacks the resources needed to effectively investigate and prosecute wage theft at scale and is heavily reliant upon uncertain federal funding. As a result, New York's workers may be increasingly vulnerable to exploitation. This legislation extends the reach of the state's public enforcement provisions in order to help ensure that exploitative employers do not get away with wage theft and other abuses; to help establish a level playing field on which law abiding employers can afford to compete; to protect the public interest; and to generate revenue to fund the New York State Department of Labor's own work. Extending the capacity and reach of New York's public enforcement strategies is critically impor- tant in this era for a number of reasons. The public and private enforcement mechanisms that have played a major role in wage theft and workers' rights enforcement for decades are being undeLmined in a number of ways, including: (a) unscrupulous employers who are using this moment of fear to intimidate and threaten workers into accepting exploitation; (b) a lack of sufficient funding for the Department has limited its capacity to enforce existing provisions of the Labor Law. In addition, private enforcement is often difficult to undertake in smaller workplaces and industries where workers' wage theft claims are small, and in rural communities where workers face challenges identify- ing counsel. The EMPIRE Worker Protection Act enables workers to ""step into the shoes"" of the government for the purposes of enforcing the New York Labor Law, and claims filed under the EMPIRE Worker Protection Act are public in nature and not subject to private agreements. The EMPIRE Work- er Protection Act builds upon recent advances in New York's labor protections, specifically the 2015 Achieve Pay Equity bill, which amended the law to strengthen the State's protections against pay discrimination for women. Additionally the EMPIRE Worker Protection Act is a proven model for strengthening labor law enforcement with Califor- nia having enacted similar legislation. That legislation has assisted our nation's largest state in resolving thousands of labor violations and generated more than $28 million in revenue for the California Department of Labor since 2013.",S. 12-A of 2021-2022 (Hoylman): Died in Labor A. 5876 of 2021-2022 (Joyner): Died in Labor S.1648-A of 2019-2020(Hoy1man): Died in Labor A.2265-A of 2019-2020 (Joyner): Died in Labor S.6426 of 2017-2018 (Hoylman): Died in Labor A.7958 of 2017-2018 (JOyner): Died in Labor,There are no votes for this bill in this legislative session.,Will result in increased revenue for the State.,"This act shall take effect immediately, and shall permit relators to bring actions that occurred within the six years prior to the act's enactment.",https://nyassembly.gov/leg/?default_fld=&leg_video=&bn=A09012&term=2023&Summary=Y&Actions=Y&Committee%26nbspVotes=Y&Floor%26nbspVotes=Y&Memo=Y&Text=Y&LFIN=Y&Chamber%26nbspVideo%2FTranscript=Y
A09033,A9033,"An act to amend the labor law and the alcoholic beverage control law, in relation to suspending certain liquor licenses of employers who are in violation of certain provisions of the labor law",Epstein,,Amends the labor and the alcoholic beverages control law to suspend certain liquor licenses of employers violating certain provisions of the labor law.,"Every year in New York State, thousands of workers have their wages stolen, very predominately from the restaurant industry. From 2017 through 2021, Federal and State investigators found more than 13,000 cases of wage theft, according to an analysis of two databases obtained from the U.S. and New York Labor departments. The databases provide previously unreported details on how much money has been stolen from workers and also shed light on which businesses have committed wage theft. In all, federal and state investigators determined during the five-year period that more than $203 million in wages had been stolen from about 127,000 workers in New York, the analysis shows. Federal and State investigators determined that more than $52 million had been stolen from people working in restaurants, more than in any other industry in New York, accounting for more than 25% of all reported wage theft, the analysis shows. This bill is needed to act as a preven- tative measure and increase the likelihood that victims of wage theft will be able to secure payment of wages due from their employers.",,There are no votes for this bill in this legislative session.,TBD,This act shall take effect immediately.,https://nyassembly.gov/leg/?default_fld=&leg_video=&bn=A09033&term=2023&Summary=Y&Actions=Y&Committee%26nbspVotes=Y&Floor%26nbspVotes=Y&Memo=Y&Text=Y&LFIN=Y&Chamber%26nbspVideo%2FTranscript=Y
